"","n_guesses","entropy_start","entropy_end","mean_entropy_drop","max_entropy_drop","early_entropy_drop","monotone_entropy","green_fraction","yellow_fraction","valid","source"
"17",5,13.6631133084558,1.58496250072116,3.01953770193366,7.61323695471633,5.67059260678422,TRUE,0.6,0.12,1,"synthetic_valid"
"18",6,13.6631133084558,2.32192809488736,2.26823704271369,4.74779807737715,3.28782523360273,TRUE,0.5,0.0333333333333333,1,"synthetic_valid"
"19",6,13.6631133084558,1.58496250072116,2.41563016154693,5.75488750216347,2.55043544211737,TRUE,0.6,0,1,"synthetic_valid"
"20",5,13.6631133084558,1.58496250072116,3.01953770193366,3.84130225398094,2.23294830767288,TRUE,0.24,0.2,1,"synthetic_valid"
"21",6,13.6631133084558,1,2.53262266169116,4.41503749927884,1.98133679515736,TRUE,0.333333333333333,0.133333333333333,1,"synthetic_valid"
"22",5,13.6631133084558,1.58496250072116,3.01953770193366,5.52791135652006,4.24659415350675,TRUE,0.48,0.16,1,"synthetic_valid"
"23",5,13.6631133084558,0,3.41577832711395,5.12239663135973,2.97787708818746,TRUE,0.48,0.12,1,"synthetic_valid"
"24",6,13.6631133084558,2.32192809488736,2.26823704271369,4.4690176674665,3.71714730897996,TRUE,0.433333333333333,0.0666666666666667,1,"synthetic_valid"
"25",4,13.6631133084558,1.58496250072116,4.02605026924488,7.6122541923889,2.23294830767288,TRUE,0.45,0.05,1,"synthetic_valid"
"26",6,13.6631133084558,2.32192809488736,2.26823704271369,4.63084286214047,1.70878030110006,TRUE,0.466666666666667,0.0333333333333333,1,"synthetic_valid"
"27",6,13.6631133084558,0,2.73262266169116,8.10852445677817,5.24659415350675,TRUE,0.533333333333333,0.1,1,"synthetic_valid"
"28",6,13.6631133084558,2.8073549220576,2.17115167727964,4.96015048739343,1.70878030110006,TRUE,0.3,0.0333333333333333,1,"synthetic_valid"
"29",5,13.6631133084558,1.58496250072116,3.01953770193366,5.10975385185971,2.23294830767288,TRUE,0.44,0.08,1,"synthetic_valid"
"30",6,13.6631133084558,1,2.53262266169116,3.4594316186373,1.70878030110006,TRUE,0.233333333333333,0.133333333333333,1,"synthetic_valid"
"31",6,13.6631133084558,2.8073549220576,2.17115167727964,4.17704943587569,3.00245091285201,TRUE,0.333333333333333,0.1,1,"synthetic_valid"
"32",6,13.6631133084558,0,2.73262266169116,5.88175359493115,3.9278791931991,TRUE,0.433333333333333,0.0666666666666667,1,"synthetic_valid"
"33",6,13.6631133084558,0,2.73262266169116,5.51832530769087,2.77991275002189,TRUE,0.4,0.2,1,"synthetic_valid"
"34",3,13.6631133084558,3,5.3315566542279,5.92481250360578,5.3315566542279,TRUE,0.4,0.133333333333333,1,"synthetic_valid"
"35",5,13.6631133084558,2.32192809488736,2.83529630339211,6.17427440190536,4.5697756761994,TRUE,0.52,0.04,1,"synthetic_valid"
"36",5,13.6631133084558,0,3.41577832711395,5,3.00245091285201,TRUE,0.28,0.24,1,"synthetic_valid"
"37",6,13.6631133084558,3.58496250072116,2.01563016154693,4.4690176674665,3.71714730897996,TRUE,0.4,0.1,1,"synthetic_valid"
"38",4,13.6631133084558,0,4.5543711028186,7.70735913208088,2.97787708818746,TRUE,0.3,0.3,1,"synthetic_valid"
"39",5,13.6631133084558,0,3.41577832711395,5.59165094589918,4.10184084490925,TRUE,0.4,0.16,1,"synthetic_valid"
"40",6,13.6631133084558,1,2.53262266169116,4.54511298811459,1.70878030110006,TRUE,0.366666666666667,0.0333333333333333,1,"synthetic_valid"
"41",4,13.6631133084558,1.58496250072116,4.02605026924488,6.22239242133645,2.9278791931991,TRUE,0.3,0.2,1,"synthetic_valid"
"42",5,13.6631133084558,0,3.41577832711395,5.28540221886225,1.70878030110006,TRUE,0.28,0,1,"synthetic_valid"
"43",4,13.6631133084558,1,4.22103776948527,5.32192809488736,3.67059260678422,TRUE,0.35,0.2,1,"synthetic_valid"
"44",4,13.6631133084558,1,4.22103776948527,5.02748073642211,4.98133679515736,TRUE,0.45,0.25,1,"synthetic_valid"
"45",5,13.6631133084558,2,2.91577832711395,5.81136426703975,3.89023512954698,TRUE,0.44,0.12,1,"synthetic_valid"
"46",6,13.6631133084558,1.58496250072116,2.41563016154693,2.96527695049343,2.23172048180972,TRUE,0.2,0.233333333333333,1,"synthetic_valid"
"47",4,13.6631133084558,2.32192809488736,3.78039507118948,5.56139402958275,4.74659415350675,TRUE,0.5,0.05,1,"synthetic_valid"
"48",6,13.6631133084558,0,2.73262266169116,6.25738784269265,4.9278791931991,TRUE,0.633333333333333,0,1,"synthetic_valid"
"49",4,13.6631133084558,0,4.5543711028186,7.78047025909396,5.4278791931991,TRUE,0.55,0.1,1,"synthetic_valid"
"50",5,13.6631133084558,1,3.16577832711395,4.93519285389261,4.40256615666412,TRUE,0.64,0.08,1,"synthetic_valid"
"51",6,13.6631133084558,1,2.53262266169116,5.60169651648096,1.70878030110006,TRUE,0.433333333333333,0.0333333333333333,1,"synthetic_valid"
"52",4,13.6631133084558,2.32192809488736,3.78039507118948,8.34118521356844,4.8315566542279,TRUE,0.55,0,1,"synthetic_valid"
"53",6,13.6631133084558,2,2.33262266169116,3.19967234483636,2.23172048180972,TRUE,0.333333333333333,0.1,1,"synthetic_valid"
"54",6,13.6631133084558,0,2.73262266169116,6.99068796648431,5.03907540386732,TRUE,0.666666666666667,0.0333333333333333,1,"synthetic_valid"
"55",4,13.6631133084558,2,3.88770443615194,5.10734046406429,3.4675964269463,TRUE,0.45,0,1,"synthetic_valid"
"56",6,13.6631133084558,1,2.53262266169116,6.10852445677817,5.17059260678422,TRUE,0.533333333333333,0.166666666666667,1,"synthetic_valid"
"57",6,13.6631133084558,2,2.33262266169116,6.55458885167764,4.8315566542279,TRUE,0.6,0.0333333333333333,1,"synthetic_valid"
"58",6,13.6631133084558,2.32192809488736,2.26823704271369,4.74779807737715,3.28782523360273,TRUE,0.466666666666667,0,1,"synthetic_valid"
"59",6,13.6631133084558,1.58496250072116,2.41563016154693,4.4374053123073,1.70878030110006,TRUE,0.166666666666667,0.0666666666666667,1,"synthetic_valid"
"60",6,13.6631133084558,0,2.73262266169116,5.05528243550119,3.30391543647731,TRUE,0.366666666666667,0.133333333333333,1,"synthetic_valid"
"61",4,13.6631133084558,3.58496250072116,3.35938360257822,4.7799784831263,3.30391543647731,TRUE,0.35,0,1,"synthetic_valid"
"62",3,13.6631133084558,0,6.8315566542279,10.0781508077346,6.8315566542279,TRUE,0.466666666666667,0.333333333333333,1,"synthetic_valid"
"63",6,13.6631133084558,3,2.13262266169116,3.71271804791953,1.70878030110006,TRUE,0.333333333333333,0.0333333333333333,1,"synthetic_valid"
"64",6,13.6631133084558,0,2.73262266169116,5.8398553628348,4.40256615666412,TRUE,0.4,0.133333333333333,1,"synthetic_valid"
"65",5,13.6631133084558,1.58496250072116,3.01953770193366,4.3986707082292,3.50962855934054,TRUE,0.4,0.12,1,"synthetic_valid"
"66",6,13.6631133084558,1,2.53262266169116,3.99021897920741,2.23172048180972,TRUE,0.2,0.166666666666667,1,"synthetic_valid"
"67",5,13.6631133084558,1.58496250072116,3.01953770193366,8.37771108959356,5.67059260678422,TRUE,0.64,0.16,1,"synthetic_valid"
"68",6,13.6631133084558,0,2.73262266169116,4.15527822547791,2.23172048180972,TRUE,0.266666666666667,0.166666666666667,1,"synthetic_valid"
"69",6,13.6631133084558,0,2.73262266169116,4.61037351671204,3.78782523360273,TRUE,0.266666666666667,0.1,1,"synthetic_valid"
"70",6,13.6631133084558,0,2.73262266169116,4.15527822547791,2.23172048180972,TRUE,0.366666666666667,0.1,1,"synthetic_valid"
"71",3,13.6631133084558,3.8073549220576,4.9278791931991,6.25738784269265,4.9278791931991,TRUE,0.6,0,1,"synthetic_valid"
"72",6,13.6631133084558,2,2.33262266169116,3.59837054370555,2.50245091285201,TRUE,0.4,0,1,"synthetic_valid"
"73",6,13.6631133084558,1,2.53262266169116,4.93212788710754,1.82176129004896,TRUE,0.333333333333333,0.0333333333333333,1,"synthetic_valid"
"74",4,13.6631133084558,1.58496250072116,4.02605026924488,6.06474276475026,4.8315566542279,TRUE,0.65,0,1,"synthetic_valid"
"75",4,13.6631133084558,0,4.5543711028186,8.60362634498619,2.52974348173481,TRUE,0.55,0,1,"synthetic_valid"
"76",5,13.6631133084558,0,3.41577832711395,4.38698890318157,3.30391543647731,TRUE,0.28,0.24,1,"synthetic_valid"
"77",6,13.6631133084558,1,2.53262266169116,5.62580755299854,3.72682997141343,TRUE,0.4,0.0666666666666667,1,"synthetic_valid"
"78",6,13.6631133084558,2.32192809488736,2.26823704271369,3.93545974780529,3.76691514575542,TRUE,0.466666666666667,0.0666666666666667,1,"synthetic_valid"
"79",6,13.6631133084558,0,2.73262266169116,5.70735913208088,2.97787708818746,TRUE,0.466666666666667,0.166666666666667,1,"synthetic_valid"
"80",4,13.6631133084558,2.32192809488736,3.78039507118948,6.87528859822269,2.23294830767288,TRUE,0.3,0.15,1,"synthetic_valid"
"81",3,13.6631133084558,1,6.3315566542279,8.57565046720547,6.3315566542279,TRUE,0.533333333333333,0,1,"synthetic_valid"
"82",5,13.6631133084558,0,3.41577832711395,7.12395449734777,4.63539794283852,TRUE,0.52,0,1,"synthetic_valid"
"83",6,13.6631133084558,0,2.73262266169116,4.15808986500534,1.70878030110006,TRUE,0.3,0.1,1,"synthetic_valid"
"84",6,13.6631133084558,1,2.53262266169116,7.4093909361377,5.67059260678422,TRUE,0.7,0.0333333333333333,1,"synthetic_valid"
"85",6,13.6631133084558,0,2.73262266169116,4.88106460824061,3.35445849903447,TRUE,0.266666666666667,0.3,1,"synthetic_valid"
"86",6,13.6631133084558,0,2.73262266169116,4.85798099512757,3.00245091285201,TRUE,0.1,0.266666666666667,1,"synthetic_valid"
"87",4,13.6631133084558,2,3.88770443615194,4.83958944950469,4.0242017321703,TRUE,0.35,0.3,1,"synthetic_valid"
"88",5,13.6631133084558,0,3.41577832711395,9.19721669311005,2.23294830767288,TRUE,0.32,0.08,1,"synthetic_valid"
"89",4,13.6631133084558,0,4.5543711028186,6.2667865406949,6.03907540386732,TRUE,0.5,0.15,1,"synthetic_valid"
"90",3,13.6631133084558,5.20945336562895,4.22682997141343,4.52186566539611,4.22682997141343,TRUE,0.333333333333333,0.2,1,"synthetic_valid"
"91",3,13.6631133084558,6.78135971352466,3.44087679746557,3.93179427743074,3.44087679746557,TRUE,0.333333333333333,0.133333333333333,1,"synthetic_valid"
"92",4,13.6631133084558,0,4.5543711028186,8.10852445677817,6.8315566542279,TRUE,0.35,0.3,1,"synthetic_valid"
"93",6,13.6631133084558,2,2.33262266169116,3.81289310559903,2.82037274771368,TRUE,0.333333333333333,0.0666666666666667,1,"synthetic_valid"
"94",5,13.6631133084558,1.58496250072116,3.01953770193366,6.25738784269265,4.9278791931991,TRUE,0.64,0,1,"synthetic_valid"
"95",6,13.6631133084558,0,2.73262266169116,7.61470984411521,2.23172048180972,TRUE,0.333333333333333,0.133333333333333,1,"synthetic_valid"
"96",4,13.6631133084558,2.58496250072116,3.69271693591155,5.54118080869324,4.5697756761994,TRUE,0.45,0.05,1,"synthetic_valid"
"97",6,13.6631133084558,0,2.73262266169116,5.81136426703975,3.89023512954698,TRUE,0.466666666666667,0.133333333333333,1,"synthetic_valid"
"98",6,13.6631133084558,0,2.73262266169116,5.79094576235386,4.37811135642364,TRUE,0.433333333333333,0.1,1,"synthetic_valid"
"99",5,13.6631133084558,1,3.16577832711395,8.30556130383772,4.9278791931991,TRUE,0.56,0.08,1,"synthetic_valid"
"100",3,13.6631133084558,1,6.3315566542279,9.75622271284729,6.3315566542279,TRUE,0.666666666666667,0,1,"synthetic_valid"
"101",5,13.6631133084558,0,3.41577832711395,8.74819284958946,2.45746022943317,TRUE,0.32,0.08,1,"synthetic_valid"
"102",6,13.6631133084558,2.8073549220576,2.17115167727964,3.25873426840017,1.70878030110006,TRUE,0.0666666666666667,0.0666666666666667,1,"synthetic_valid"
"103",6,13.6631133084558,1,2.53262266169116,4.75755668893945,4.67059260678422,TRUE,0.466666666666667,0.233333333333333,1,"synthetic_valid"
"104",5,13.6631133084558,0,3.41577832711395,3.93179427743074,3.67059260678422,TRUE,0.48,0.12,1,"synthetic_valid"
"105",3,13.6631133084558,4.08746284125034,4.78782523360273,4.93519285389261,4.78782523360273,TRUE,0.533333333333333,0.133333333333333,1,"synthetic_valid"
"106",3,13.6631133084558,3.58496250072116,5.03907540386732,5.70505634621146,5.03907540386732,TRUE,0.4,0.133333333333333,1,"synthetic_valid"
"107",4,13.6631133084558,5.12928301694497,2.84461009717028,2.97486299932263,2.90881162875572,TRUE,0.35,0.05,1,"synthetic_valid"
"108",5,13.6631133084558,1,3.16577832711395,3.93490497177812,2.82037274771368,TRUE,0.28,0.12,1,"synthetic_valid"
"109",6,13.6631133084558,0,2.73262266169116,4.05237670432578,3.75668309447556,TRUE,0.2,0.3,1,"synthetic_valid"
"110",3,13.6631133084558,0,6.8315566542279,8.61871918909735,6.8315566542279,TRUE,0.666666666666667,0.133333333333333,1,"synthetic_valid"
"111",3,13.6631133084558,0,6.8315566542279,9.73131903102506,6.8315566542279,TRUE,0.4,0.266666666666667,1,"synthetic_valid"
"112",4,13.6631133084558,1,4.22103776948527,6.08746284125034,3.28782523360273,TRUE,0.45,0,1,"synthetic_valid"
"113",4,13.6631133084558,0,4.5543711028186,4.94201411974862,4.70759289750611,TRUE,0.55,0.1,1,"synthetic_valid"
"114",5,13.6631133084558,0,3.41577832711395,6.10153802646206,6.03907540386732,TRUE,0.48,0.12,1,"synthetic_valid"
"115",5,13.6631133084558,1,3.16577832711395,5.47823796554752,5.24659415350675,TRUE,0.56,0.08,1,"synthetic_valid"
"116",6,13.6631133084558,0,2.73262266169116,5.16992500144231,1.70878030110006,TRUE,0.133333333333333,0.0666666666666667,1,"synthetic_valid"
"117",6,13.6631133084558,0,2.73262266169116,4.75488750216347,3.05043544211737,TRUE,0.466666666666667,0.0333333333333333,1,"synthetic_valid"
"118",6,13.6631133084558,0,2.73262266169116,6.02790599656988,3.9278791931991,TRUE,0.333333333333333,0.0666666666666667,1,"synthetic_valid"
"119",6,13.6631133084558,0,2.73262266169116,4.6924909650256,3.0816337106863,TRUE,0.466666666666667,0.1,1,"synthetic_valid"
"120",6,13.6631133084558,5.93073733756289,1.54647519417858,2.62279457424689,2.61633037839514,TRUE,0.333333333333333,0.0666666666666667,1,"synthetic_valid"
"121",6,13.6631133084558,2,2.33262266169116,5.11220950358602,2.23172048180972,TRUE,0.466666666666667,0.1,1,"synthetic_valid"
"122",5,13.6631133084558,2.32192809488736,2.83529630339211,4.93519285389261,3.95411290314617,TRUE,0.52,0.12,1,"synthetic_valid"
"123",6,13.6631133084558,0,2.73262266169116,3.90689059560852,1.70878030110006,TRUE,0.2,0.133333333333333,1,"synthetic_valid"
"124",4,13.6631133084558,0,4.5543711028186,5.95806931953408,5.53907540386732,TRUE,0.5,0.25,1,"synthetic_valid"
"125",4,13.6631133084558,4.16992500144231,3.16439610233783,3.87626463157775,3.73664437478789,TRUE,0.4,0.15,1,"synthetic_valid"
"126",4,13.6631133084558,0,4.5543711028186,5.20945336562895,4.22682997141343,TRUE,0.4,0.15,1,"synthetic_valid"
"127",6,13.6631133084558,1.58496250072116,2.41563016154693,4.69348695749933,2.98481317547824,TRUE,0.466666666666667,0.0333333333333333,1,"synthetic_valid"
"128",6,13.6631133084558,2,2.33262266169116,6.17427440190536,4.5697756761994,TRUE,0.433333333333333,0.133333333333333,1,"synthetic_valid"
"129",4,13.6631133084558,0,4.5543711028186,5.61470984411521,4.0242017321703,TRUE,0.45,0.2,1,"synthetic_valid"
"130",6,13.6631133084558,2.8073549220576,2.17115167727964,3.26946067499323,1.70878030110006,TRUE,0.333333333333333,0,1,"synthetic_valid"
"131",5,13.6631133084558,0,3.41577832711395,5.88175359493115,4.63539794283852,TRUE,0.56,0.04,1,"synthetic_valid"
"132",6,13.6631133084558,0,2.73262266169116,4.19004171776368,3.57765933412855,TRUE,0.5,0.133333333333333,1,"synthetic_valid"
"133",6,13.6631133084558,0,2.73262266169116,6.58496250072116,1.70878030110006,TRUE,0.333333333333333,0.0666666666666667,1,"synthetic_valid"
"134",6,13.6631133084558,0,2.73262266169116,4.74779807737715,3.28782523360273,TRUE,0.366666666666667,0.0333333333333333,1,"synthetic_valid"
"135",5,13.6631133084558,0,3.41577832711395,6.02236781302845,2.82037274771368,TRUE,0.36,0.12,1,"synthetic_valid"
"136",5,13.6631133084558,0,3.41577832711395,4.74779807737715,3.28782523360273,TRUE,0.48,0.04,1,"synthetic_valid"
"137",5,13.6631133084558,2,2.91577832711395,4.93519285389261,4.28782523360273,TRUE,0.44,0.28,1,"synthetic_valid"
"138",6,13.6631133084558,1.58496250072116,2.41563016154693,5.82442843541655,4.87811135642364,TRUE,0.633333333333333,0.0333333333333333,1,"synthetic_valid"
"139",6,13.6631133084558,2,2.33262266169116,6.38963133926052,4.3315566542279,TRUE,0.566666666666667,0.0666666666666667,1,"synthetic_valid"
"140",6,13.6631133084558,0,2.73262266169116,4.87333803589749,4.40256615666412,TRUE,0.533333333333333,0.133333333333333,1,"synthetic_valid"
"141",5,13.6631133084558,2,2.91577832711395,6.93330578232333,4.5697756761994,TRUE,0.44,0.12,1,"synthetic_valid"
"142",5,13.6631133084558,2,2.91577832711395,3.81289310559903,2.82037274771368,TRUE,0.28,0.2,1,"synthetic_valid"
"143",5,13.6631133084558,0,3.41577832711395,5.81136426703975,4.40256615666412,TRUE,0.52,0.2,1,"synthetic_valid"
"144",6,13.6631133084558,0,2.73262266169116,4.15527822547791,2.23172048180972,TRUE,0.366666666666667,0.1,1,"synthetic_valid"
"145",3,13.6631133084558,5.75488750216347,3.95411290314617,4.93519285389261,3.95411290314617,TRUE,0.4,0.2,1,"synthetic_valid"
"146",5,13.6631133084558,0,3.41577832711395,7.96267359031471,5.17059260678422,TRUE,0.36,0.32,1,"synthetic_valid"
"147",6,13.6631133084558,1.58496250072116,2.41563016154693,3.61391387441728,3.43434872105285,TRUE,0.5,0,1,"synthetic_valid"
"148",6,13.6631133084558,2.32192809488736,2.26823704271369,3.49398884067367,1.70878030110006,TRUE,0.3,0.0666666666666667,1,"synthetic_valid"
"149",6,13.6631133084558,0,2.73262266169116,4.35755200461808,3.18424627978209,TRUE,0.5,0.0333333333333333,1,"synthetic_valid"
"150",5,13.6631133084558,0,3.41577832711395,6.88264304936184,1.70878030110006,TRUE,0.28,0.08,1,"synthetic_valid"
"151",6,13.6631133084558,0,2.73262266169116,5.54511298811459,1.70878030110006,TRUE,0.333333333333333,0,1,"synthetic_valid"
"152",4,13.6631133084558,1,4.22103776948527,5.32192809488736,3.67059260678422,TRUE,0.35,0.2,1,"synthetic_valid"
"153",6,13.6631133084558,2.58496250072116,2.21563016154693,4.17704943587569,3.00245091285201,TRUE,0.366666666666667,0.166666666666667,1,"synthetic_valid"
"154",6,13.6631133084558,2.58496250072116,2.21563016154693,3.81681525130667,3.70759289750611,TRUE,0.666666666666667,0,1,"synthetic_valid"
"155",5,13.6631133084558,0,3.41577832711395,8.07815080773465,5.8315566542279,TRUE,0.48,0.12,1,"synthetic_valid"
"156",6,13.6631133084558,4.70043971814109,1.79253471806294,3.59837054370555,3.11008490630354,TRUE,0.5,0,1,"synthetic_valid"
"157",5,13.6631133084558,2,2.91577832711395,3.93179427743074,3.67059260678422,TRUE,0.36,0.16,1,"synthetic_valid"
"158",5,13.6631133084558,1.58496250072116,3.01953770193366,4.7799784831263,3.30391543647731,TRUE,0.44,0,1,"synthetic_valid"
"159",6,13.6631133084558,1,2.53262266169116,4.02974734339405,3.11008490630354,TRUE,0.566666666666667,0.0333333333333333,1,"synthetic_valid"
"160",6,13.6631133084558,1,2.53262266169116,4.74779807737715,3.28782523360273,TRUE,0.466666666666667,0,1,"synthetic_valid"
"161",5,13.6631133084558,0,3.41577832711395,4.57074864150146,2.50245091285201,TRUE,0.48,0,1,"synthetic_valid"
"162",6,13.6631133084558,1.58496250072116,2.41563016154693,4.88264304936184,1.70878030110006,TRUE,0.333333333333333,0.0333333333333333,1,"synthetic_valid"
"163",5,13.6631133084558,1,3.16577832711395,5.81136426703975,4.63539794283852,TRUE,0.64,0.08,1,"synthetic_valid"
"164",5,13.6631133084558,0,3.41577832711395,6.99068796648431,4.10184084490925,TRUE,0.48,0.08,1,"synthetic_valid"
"165",6,13.6631133084558,2,2.33262266169116,4.4690176674665,3.71714730897996,TRUE,0.5,0.1,1,"synthetic_valid"
"166",4,13.6631133084558,0,4.5543711028186,9.69783635796238,6.3315566542279,TRUE,0.55,0.15,1,"synthetic_valid"
"167",6,13.6631133084558,0,2.73262266169116,5.7279204545632,5.3315566542279,TRUE,0.466666666666667,0.133333333333333,1,"synthetic_valid"
"168",6,13.6631133084558,4.52356195605701,1.82791027047976,3.59837054370555,3.11008490630354,TRUE,0.466666666666667,0.0333333333333333,1,"synthetic_valid"
"169",2,13.6631133084558,2.58496250072116,11.0781508077346,11.0781508077346,0,TRUE,0.6,0.2,1,"synthetic_valid"
"170",5,13.6631133084558,0,3.41577832711395,5.92396410896746,4.9278791931991,TRUE,0.52,0.08,1,"synthetic_valid"
"171",6,13.6631133084558,1,2.53262266169116,5.88175359493115,4.28782523360273,TRUE,0.6,0.133333333333333,1,"synthetic_valid"
"172",6,13.6631133084558,0,2.73262266169116,4.58496250072116,3.0816337106863,TRUE,0.366666666666667,0.133333333333333,1,"synthetic_valid"
"173",6,13.6631133084558,0,2.73262266169116,3.93179427743074,3.67059260678422,TRUE,0.433333333333333,0.1,1,"synthetic_valid"
"174",6,13.6631133084558,0,2.73262266169116,6.89048143590477,4.9278791931991,TRUE,0.666666666666667,0.0333333333333333,1,"synthetic_valid"
"175",6,13.6631133084558,1.58496250072116,2.41563016154693,4.96015048739343,1.70878030110006,TRUE,0.2,0.0333333333333333,1,"synthetic_valid"
"176",3,13.6631133084558,3.8073549220576,4.9278791931991,6.25738784269265,4.9278791931991,TRUE,0.6,0,1,"synthetic_valid"
"177",5,13.6631133084558,2.8073549220576,2.71393959659955,5.81136426703975,3.61842427687685,TRUE,0.44,0.12,1,"synthetic_valid"
"178",5,13.6631133084558,1,3.16577832711395,3.93179427743074,3.61008490630354,TRUE,0.48,0.08,1,"synthetic_valid"
"179",5,13.6631133084558,1,3.16577832711395,5.4093909361377,4.67059260678422,TRUE,0.56,0.08,1,"synthetic_valid"
"180",3,13.6631133084558,2.32192809488736,5.67059260678422,7.90822580629234,5.67059260678422,TRUE,0.6,0.2,1,"synthetic_valid"
"181",6,13.6631133084558,1.58496250072116,2.41563016154693,6.02790599656988,3.9278791931991,TRUE,0.533333333333333,0,1,"synthetic_valid"
"182",5,13.6631133084558,2,2.91577832711395,5.53148017045039,3.67966628013935,TRUE,0.48,0,1,"synthetic_valid"
"183",5,13.6631133084558,2,2.91577832711395,6.02790599656988,3.9278791931991,TRUE,0.56,0,1,"synthetic_valid"
"184",5,13.6631133084558,1.58496250072116,3.01953770193366,6.37503943134692,1.59015267586457,TRUE,0.24,0.12,1,"synthetic_valid"
"185",5,13.6631133084558,0,3.41577832711395,8.19721669311005,2.23294830767288,TRUE,0.4,0.08,1,"synthetic_valid"
"186",6,13.6631133084558,1,2.53262266169116,4.24547603444949,2.23172048180972,TRUE,0.333333333333333,0.133333333333333,1,"synthetic_valid"
"187",4,13.6631133084558,0,4.5543711028186,5.20212382383046,4.8315566542279,TRUE,0.5,0.15,1,"synthetic_valid"
"188",5,13.6631133084558,1.58496250072116,3.01953770193366,4.7799784831263,3.30391543647731,TRUE,0.4,0.08,1,"synthetic_valid"
"189",4,13.6631133084558,1,4.22103776948527,7.14635653030391,5.53907540386732,TRUE,0.5,0.15,1,"synthetic_valid"
"190",6,13.6631133084558,0,2.73262266169116,5.27188741238777,4.60184084490925,TRUE,0.533333333333333,0.1,1,"synthetic_valid"
"191",6,13.6631133084558,0,2.73262266169116,3.36678233067162,2.23172048180972,TRUE,0.3,0.166666666666667,1,"synthetic_valid"
"192",4,13.6631133084558,2.32192809488736,3.78039507118948,6.877744249949,2.23172048180972,TRUE,0.35,0.1,1,"synthetic_valid"
"193",3,13.6631133084558,2.32192809488736,5.67059260678422,6.55458885167764,5.67059260678422,TRUE,0.466666666666667,0.0666666666666667,1,"synthetic_valid"
"194",6,13.6631133084558,2.58496250072116,2.21563016154693,4.76917172816972,3.29851205899902,TRUE,0.4,0.133333333333333,1,"synthetic_valid"
"195",4,13.6631133084558,0,4.5543711028186,7.12395449734777,5.4278791931991,TRUE,0.55,0.05,1,"synthetic_valid"
"196",4,13.6631133084558,2,3.88770443615194,4.78135971352466,3.44087679746557,TRUE,0.35,0.1,1,"synthetic_valid"
"197",6,13.6631133084558,1,2.53262266169116,6.58496250072116,1.70878030110006,TRUE,0.3,0.0333333333333333,1,"synthetic_valid"
"198",5,13.6631133084558,3.70043971814109,2.49066839757868,3.04746957360537,2.23294830767288,TRUE,0.32,0.12,1,"synthetic_valid"
"199",6,13.6631133084558,2,2.33262266169116,6.55458885167764,4.9278791931991,TRUE,0.633333333333333,0,1,"synthetic_valid"
"200",3,13.6631133084558,5.16992500144231,4.24659415350675,6.55458885167764,4.24659415350675,TRUE,0.466666666666667,0,1,"synthetic_valid"
"201",5,13.6631133084558,0,3.41577832711395,7.24555270625568,1.70878030110006,TRUE,0.2,0.2,1,"synthetic_valid"
